task_id,hostname,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,cpu_model
7,-,130014,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,25769803776,1,1725378021077,1731317867340,1731317981490,114237,112000,-,103.2,4.9,1627361280,4562087936,1627361280,4629200896,2388113558,2038327,4634497,6006,32768,2330624,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
5,-,131955,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES,genome.fa,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:GET_CHROM_SIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.13--h8c37831_0,6,28800000,-,25769803776,1,1725378135319,1731317981591,1731317992057,10562,10000,-,99.7,0.0,4886528,12427264,4886528,12431360,3147399634,5801,48258,20,8032256,16384,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
21,-,132710,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX,genome.fa,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_INDEX (genome.fa),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,12,57600000,-,25769803776,1,1725378146122,1731317992358,1731318077892,85594,82000,-,242.4,54.8,18351271936,22561751040,19359055872,23855484928,3147330457,11574289220,192230,684930,1302528,11574296576,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
10,-,134356,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,A549_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (A549_R3),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1725378231721,1731318077992,1731318241378,163481,162000,-,92.7,6.7,2201440256,37164728320,2260062208,62661267456,1155790257,19639002,273111,551,66617344,10293248,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
9,-,140468,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,A549_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (A549_R3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,25769803776,1,1725378395206,1731318241478,1731318294739,53357,52000,-,105.2,4.4,1491984384,4567715840,1491984384,4629200896,1106441452,2308245,2131497,6380,16830464,2543616,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
22,-,141758,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,A549_R1,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R1),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1725378448572,1731318294839,1731320378644,2083896,2082000,-,596.5,62.9,21054074880,21563936768,21468053504,21974986752,13908852812,5951401632,970009,1451598,6105579520,5951410176,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
24,-,152051,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,A549_R3,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R3),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1725380532481,1731320378744,1731321757760,1379103,1378000,-,588.1,66.5,22279528448,22793162752,22756249600,23271321600,12659738427,2726019033,817529,657862,11871678464,2726027264,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
23,-,160749,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,A549_R2,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (A549_R2),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1725381911591,1731321757861,1731325371022,3613255,3609000,-,596.3,65.5,21921792000,22394966016,22482194432,22957015040,13941529365,6001670624,973997,1413229,13008674816,6001680384,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
15,-,174327,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,25769803776,1,1725385524849,1731325371122,1731325400317,29292,27000,-,108.7,3.4,1143742464,4491829248,1143742464,4493455360,573707824,2128130,1090878,6119,604037120,2359296,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
16,-,175339,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,K562_R2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R2),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1725385554145,1731325400417,1731325483808,83487,83000,-,94.2,8.3,2735493120,43255934976,2797285376,72808361984,616574793,13125459,142966,551,83275776,10313728,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
13,-,182099,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,K562_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R1),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1725385637636,1731325483909,1731325685310,201498,201000,-,98.7,5.8,1897082880,31331962880,1921736704,52645539840,1497425335,18559354,356783,551,1428168704,10366976,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
18,-,175347,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,K562_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT (K562_R3),COMPLETED,0,-,quay.io/biocontainers/nanoplot:1.41.0--pyhdfd78af_0,2,14400000,-,12884901888,1,1725385554151,1731325400418,1731325713770,313443,313000,-,98.4,4.5,1479254016,25333059584,1488568320,42385547264,2448765473,21957065,588264,551,2436243456,10334208,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
26,-,192833,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,K562_R2,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R2),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1725385867599,1731325713870,1731326570004,856229,855000,-,581.1,60.3,20193402880,20736122880,20831100928,21382057984,12127100958,1444979970,752510,347856,8298754048,1444990976,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
19,-,200343,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R3,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,25769803776,1,1725386723832,1731326570104,1731326679160,109152,107000,-,102.8,3.6,1207099392,4491829248,1207099392,4493234176,2397158442,2231315,4652254,6254,1975631872,2756608,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
27,-,202309,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,K562_R3,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R3),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1725386832989,1731326679261,1731329746333,3067168,3064000,-,596.4,66.3,22188797952,23039578112,22522564608,23039582208,13950471602,5933394202,975089,1428098,8249126912,5933404160,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
25,-,214757,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN,K562_R1,NFCORE_NANOSEQ:NANOSEQ:ALIGN_MINIMAP2:MINIMAP2_ALIGN (K562_R1),COMPLETED,0,-,quay.io/biocontainers/minimap2:2.17--hed695b0_3,6,28800000,-,25769803776,1,1725389900163,1731329746433,1731331121227,1374888,1371000,-,589.1,63.1,21117775872,21597474816,21265088512,21698125824,13002496097,3606204356,859369,875560,9127256064,3606212608,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
12,-,223400,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,K562_R1,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC (K562_R1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,25769803776,1,1725391275058,1731331121328,1731331192414,71180,69000,-,103.4,3.5,1178238976,4491829248,1178238976,4493193216,1449082934,2119927,2800507,6104,1019576320,2424832,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
28,-,224851,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,A549_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1725391346246,1731331192514,1731331221488,29066,28000,-,467.6,0.1,52318208,621887488,52318208,685527040,5951507324,2929858190,25143,81371,5960114176,2930511872,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
29,-,225837,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,A549_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1725391375324,1731331221588,1731331235129,13629,13000,-,462.7,0.2,73031680,627335168,73031680,686448640,2726124813,1359961725,11109,36148,2726072320,1360252928,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
30,-,226699,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,A549_R2,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (A549_R2),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1725391388962,1731331235228,1731331264089,28951,28000,-,467.6,0.2,85004288,640155648,85004288,685527040,6001776285,2961274120,24381,79823,6002401280,2961920000,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
31,-,227698,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,K562_R2,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R2),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1725391417923,1731331264189,1731331271553,7454,7000,-,465.1,0.1,49254400,622481408,49254400,686448640,1445085813,702949097,6292,19302,1445007360,703111168,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
32,-,228293,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,K562_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1725391425387,1731331271653,1731331300324,28761,28000,-,469.1,0.2,57860096,623300608,57860096,686448640,5933499862,2953692173,25138,78589,5933490176,2954326016,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
33,-,229267,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM,K562_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_VIEW_BAM (K562_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,6,28800000,-,25769803776,1,1725391454162,1731331300424,1731331318297,17959,17000,-,474.6,0.2,55291904,620818432,55291904,686448640,3606310144,1772160850,15358,49669,2047418368,1772560384,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
34,-,230131,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,A549_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1725391472130,1731331318397,1731331367109,48803,48000,-,491.9,14.8,4948455424,6010552320,5025984512,6126817280,5453537050,5238508481,307112,153474,1832923136,5239177216,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
35,-,231342,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,A549_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1725391520940,1731331367209,1731331387528,20412,14000,-,458.3,7.3,2455621632,5959557120,2493759488,5982892032,1360067768,1261857096,72481,36146,996904960,1262149632,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
36,-,232171,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,A549_R2,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (A549_R2),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1725391541362,1731331387628,1731331437725,50187,47000,-,476.6,14.7,4912934912,6012764160,4965355520,6076321792,5634770680,5446810431,308317,154093,2335449088,5447467008,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
37,-,233380,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,K562_R2,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R2),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1725391591643,1731331437825,1731331451892,14073,8000,-,453.7,3.9,1306816512,5934190592,1321689088,5938700288,703055139,677421707,38790,19307,576212992,677576704,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
38,-,234043,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,K562_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1725391605726,1731331451992,1731331500763,48861,47000,-,466.7,14.7,4923109376,6010863616,4987150336,6058741760,5636011892,5450838945,303985,151909,2396532736,5451481088,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
39,-,235259,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT,K562_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_SORT (K562_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,6,28800000,-,25769803776,1,1725391654600,1731331500863,1731331527315,26539,20000,-,474.7,10.0,3339153408,5959323648,3383545856,5988769792,1772266893,1667340441,99525,49672,1188634624,1667739648,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
41,-,236156,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX,A549_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (A549_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,2,14400000,-,12884901888,1,1725391681159,1731331527416,1731331538396,11061,6000,-,120.0,0.0,15163392,172359680,15163392,231587840,1261962390,2093358,72476,528,544387072,2097152,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
40,-,236149,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX,A549_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (A549_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,2,14400000,-,12884901888,1,1725391681148,1731331527415,1731331546826,19502,15000,-,124.2,0.0,14868480,172412928,14868480,231587840,2715065699,2343663,162950,589,1749340160,2347008,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
47,-,237499,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT,A549_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (A549_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1725391693238,1731331539497,1731331547292,7878,7000,-,114.5,0.0,7090176,164605952,7090176,231587840,1261962483,5452,72476,19,25968640,12288,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
48,-,238966,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,A549_R3,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (A549_R3),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1725391701120,1731331547392,1731331547893,597,0,-,50.0,0.0,3158016,5640192,3158016,5644288,2203581,5485,259,19,0,12288,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
43,-,238645,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX,K562_R2,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (K562_R2),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,2,14400000,-,12884901888,1,1725391700654,1731331546926,1731331551868,5038,4000,-,119.3,0.0,14323712,171474944,14323712,231587840,677526999,2038134,38798,515,22298624,2043904,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
42,-,237235,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX,A549_R2,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (A549_R2),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,2,14400000,-,12884901888,1,1725391692226,1731331538496,1731331555730,17328,17000,-,119.3,0.0,18944000,176590848,18944000,231587840,2773549959,2626943,159868,659,968151040,2633728,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
45,-,240585,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX,K562_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:SAMTOOLS_INDEX (K562_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,2,14400000,-,12884901888,1,1725391709560,1731331555839,1731331566778,11042,11000,-,123.8,0.0,15679488,173088768,15679488,231587840,1667445741,2253295,99528,567,0,2256896,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
51,-,241975,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS,A549_R1,NFCORE_NANOSEQ:NANOSEQ:BAM_SORT_INDEX_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (A549_R1),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1725391720611,1731331566880,1731331567503,716,0,-,126.3,0.0,3207168,5640192,3207168,5644288,2453886,5500,263,19,0,12288,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz
